Ion,Compound,Direction,Method,Distance,Energy,Cost_function
pot,mesh,scan_sh,qm,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[48.249561 34.256075 24.103929 16.798138 11.591612  7.923278  5.37312
  3.628452  2.458114  1.692483  1.20809   0.915989  0.752901  0.674444
  0.649925  0.658383  0.685656  0.722283  0.76205   0.800999  0.836746
  0.86796   0.894036  0.914836  0.93051   0.941387  0.94789   0.950482
  0.949634  0.945805  0.939427  0.930899  0.920578  0.908789  0.895819
  0.881914  0.867292  0.852139  0.836617  0.820851  0.80496   0.789036
  0.773152  0.757374  0.741754  0.72633 ]",0
pot,mesh,scan_sh,original,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.  7.  8. ]","[12.206433  9.137973  7.33162   6.195332  5.436765  4.901724  4.504379
  4.195292  3.944514  3.733504  3.550627  3.388322  3.241679  3.107307
  2.982942  2.866898  2.758055  2.655507  2.558587  2.466788  2.379656
  2.296852  2.218064  2.14303   2.071515  2.0033    1.938184  1.876013
  1.816602  1.759812  1.705492  1.653513  1.603749  1.556086  1.510417
  1.466626  1.424638  1.384344  1.345655  1.308512  1.272837  1.238514
  1.20554   1.173817  1.143264  1.113885  1.113885  0.871992  0.699892]",26.533
pot,mesh,scan_sh,new,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.  7.  8. ]","[12.621936  9.434372  7.530491  6.317176  5.499758  4.920768  4.491836
  4.160551  3.894814  3.674556  3.486636  3.322399  3.176016  3.043475
  2.921968  2.809453  2.70451   2.606021  2.513199  2.425379  2.342087
  2.262904  2.219523  2.144357  2.072717  2.004391  1.939174  1.876911
  1.817417  1.760551  1.706166  1.654123  1.604307  1.556596  1.51088
  1.467054  1.425016  1.384689  1.345989  1.30882   1.273109  1.238765
  1.20577   1.174028  1.143459  1.114066  1.114066  0.872105  0.699935]",26.514
pot,nma,scan_120,qm,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[ 1.93184967e+02  1.24647287e+02  7.52118480e+01  4.03917920e+01
  1.63823030e+01  1.82629000e-01 -1.04709680e+01 -1.72376990e+01
 -2.13106390e+01 -2.35370270e+01 -2.45136440e+01 -2.46584080e+01
 -2.42624440e+01 -2.35273290e+01 -2.25914800e+01 -2.15487160e+01
 -2.04614340e+01 -1.93702460e+01 -1.83010940e+01 -1.72702470e+01
 -1.62875600e+01 -1.53585180e+01 -1.44855560e+01 -1.36689660e+01
 -1.29075650e+01 -1.21991900e+01 -1.15410770e+01 -1.09301360e+01
 -1.03631420e+01 -9.83687600e+00 -9.34820900e+00 -8.89416000e+00
 -8.47192700e+00 -8.07889900e+00 -7.71266500e+00 -7.37100700e+00
 -7.05189700e+00 -6.75348300e+00 -6.47408100e+00 -6.21216800e+00
 -5.96636100e+00 -5.73541100e+00 -5.51818400e+00 -5.31365200e+00
 -5.12087800e+00 -4.93900500e+00]",0
pot,nma,scan_120,original,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.  7.  8. ]","[ 3.46329506e+03  1.64207893e+03  7.44358801e+02  3.29764110e+02
  1.39388993e+02  5.07378640e+01  9.07267000e+00 -1.04496850e+01
 -1.92412170e+01 -2.27468020e+01 -2.36349330e+01 -2.32403720e+01
 -2.22434660e+01 -2.09946230e+01 -1.96741760e+01 -1.83729390e+01
 -1.71353560e+01 -1.59802460e+01 -1.49134220e+01 -1.39332800e+01
 -1.30356010e+01 -1.22142120e+01 -1.14625840e+01 -1.07744720e+01
 -1.01434300e+01 -9.56406100e+00 -9.03120700e+00 -8.54049600e+00
 -8.08767800e+00 -7.66919300e+00 -7.28171700e+00 -6.92237000e+00
 -6.58857000e+00 -6.27800000e+00 -5.98860600e+00 -5.71856500e+00
 -5.46617400e+00 -5.22994700e+00 -5.00857000e+00 -4.80081400e+00
 -4.60564600e+00 -4.42206000e+00 -4.24916000e+00 -4.08614500e+00
 -3.93228000e+00 -3.78690000e+00 -3.78690000e+00 -2.68851900e+00
 -2.00642200e+00]",3.349
pot,nma,scan_120,new,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.  7.  8. ]","[ 4.59907026e+03  2.32944561e+03  1.11870214e+03  5.27411032e+02
  2.44256931e+02  1.07388087e+02  4.03668270e+01  7.20157000e+00
 -9.09137300e+00 -1.68167500e+01 -2.01242670e+01 -2.11420270e+01
 -2.09828820e+01 -2.02370890e+01 -1.92364230e+01 -1.81199330e+01
 -1.69951610e+01 -1.59089850e+01 -1.48836700e+01 -1.39285360e+01
 -1.30453610e+01 -1.22319390e+01 -1.14842280e+01 -1.07975510e+01
 -1.01664580e+01 -9.58617800e+00 -9.05195200e+00 -8.55965300e+00
 -8.10522100e+00 -7.68507900e+00 -7.29606100e+00 -6.93528000e+00
 -6.60016200e+00 -6.28839800e+00 -5.99792500e+00 -5.72691600e+00
 -5.47366800e+00 -5.23666400e+00 -5.01459600e+00 -4.80622400e+00
 -4.61050800e+00 -4.42643300e+00 -4.25310000e+00 -4.08969700e+00
 -3.93548800e+00 -3.78979900e+00 -3.78979900e+00 -2.68964800e+00
 -2.00691300e+00]",4.255
pot,nma,scan_180,qm,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[173.974927 106.187377  58.3866    25.493351   3.412463 -10.99079
 -20.036117 -25.400176 -28.273816 -29.491622 -29.632315 -29.093345
 -28.1448   -26.967786 -25.681583 -24.362904 -23.059545 -21.800049
 -20.600427 -19.46868  -18.407738 -17.417334 -16.495214 -15.637941
 -14.84145  -14.101426 -13.413553 -12.773669 -12.177858 -11.622487
 -11.104223 -10.620022 -10.167117  -9.742991  -9.345354  -8.972125
  -8.621406  -8.291464  -7.980717  -7.687718  -7.411143  -7.149783
  -6.902529  -6.668369  -6.446376  -6.2357  ]",0
pot,nma,scan_180,original,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.  7.  8. ]","[1819.22518   856.546205  391.631434  170.520341   64.621957   13.501144
  -11.110718  -22.623558  -27.569216  -29.194336  -29.14882   -28.285007
  -27.048285  -25.672688  -24.278519  -22.927194  -21.647281  -20.450357
  -19.338534  -18.308669  -17.356882  -16.47621   -15.661502  -14.906697
  -14.206525  -13.555568  -12.94978   -12.384948  -11.857442  -11.363994
  -10.901761  -10.467892  -10.060267   -9.6767     -9.315344   -8.974363
   -8.652276   -8.347668   -8.059277   -7.785942   -7.52661    -7.28032
   -7.046193   -6.823425   -6.6113     -6.409075   -6.409075   -4.817764
   -3.758897]",1.352
pot,nma,scan_180,new,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.  7.  8. ]","[3197.32192  1603.89985   778.841125  370.667958  169.946855   70.213634
   20.160139   -5.010126  -17.449113  -23.284242  -25.652108  -26.196465
  -25.794494  -24.920079  -23.830132  -22.676472  -21.508515  -20.380166
  -19.309799  -18.304959  -17.367175  -16.494322  -15.683597  -14.92997
  -14.229536  -13.577777  -12.970585  -12.404144  -11.874971  -11.37989
  -10.916107  -10.480799  -10.071851   -9.687086   -9.324651   -8.982702
   -8.659749   -8.354366   -8.065285   -7.791335   -7.531456   -7.28468
   -7.05012    -6.826966   -6.614497   -6.411964   -6.411964   -4.818889
   -3.759386]",3.458
pot,nma,scan_n,qm,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[315.919727 226.78492  160.100989 110.940086  75.152483  49.393761
  31.057415  18.159518   9.214567   3.122646  -0.924606  -3.518207
  -5.088367  -5.946764  -6.317985  -6.362912  -6.196035  -5.898151
  -5.525619  -5.117132  -4.698708  -4.287343  -3.893685  -3.523956
  -3.181333  -2.866932  -2.580511  -2.320968  -2.086686  -1.87578
  -1.686263  -1.516155  -1.363554  -1.226679  -1.103892  -0.993706
  -0.894781  -0.805923  -0.726067  -0.654267  -0.589685  -0.531576
  -0.479276  -0.432196  -0.389807  -0.351636]",0
pot,nma,scan_n,original,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.  7.  8. ]","[ 3.58399835e+03  1.85180395e+03  9.24131387e+02  4.58101210e+02
  2.26272260e+02  1.10771487e+02  5.22475030e+01  2.23659020e+01
  6.87586200e+00 -1.08226200e+00 -4.99816000e+00 -6.72798100e+00
 -7.28460100e+00 -7.22274300e+00 -6.84951400e+00 -6.33508800e+00
 -5.77313500e+00 -5.21423600e+00 -4.68421000e+00 -4.19502300e+00
 -3.75086600e+00 -3.35170200e+00 -2.99513200e+00 -2.67789600e+00
 -2.39624300e+00 -2.14643500e+00 -1.92488900e+00 -1.72845700e+00
 -1.55397500e+00 -1.39900600e+00 -1.26129900e+00 -1.13846400e+00
 -1.02892400e+00 -9.31060000e-01 -8.43525000e-01 -7.65108000e-01
 -6.94752000e-01 -6.31551000e-01 -5.74658000e-01 -5.23418000e-01
 -4.77202000e-01 -4.35417000e-01 -3.97612000e-01 -3.63334000e-01
 -3.32307000e-01 -3.04070000e-01 -3.04070000e-01 -1.28371000e-01
 -5.43680000e-02]",2.412
pot,nma,scan_n,new,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.  7.  8. ]","[ 2.58369923e+03  1.30361215e+03  6.50691514e+02  3.26756278e+02
  1.64976517e+02  8.26603610e+01  3.99006260e+01  1.73336830e+01
  5.37057300e+00 -9.26020000e-01 -4.12284000e+00 -5.61172600e+00
 -6.15709900e+00 -6.18665000e+00 -5.94293400e+00 -5.56338000e+00
 -5.12785200e+00 -4.68037800e+00 -4.24568100e+00 -3.83647400e+00
 -3.45853600e+00 -3.11387100e+00 -2.80185700e+00 -2.52090400e+00
 -2.26873800e+00 -2.04286900e+00 -1.84073700e+00 -1.66005300e+00
 -1.49834000e+00 -1.35372800e+00 -1.22450800e+00 -1.10848100e+00
 -1.00447300e+00 -9.11105000e-01 -8.27228000e-01 -7.51789000e-01
 -6.93360000e-01 -6.30371000e-01 -5.73659000e-01 -5.22537000e-01
 -4.76449000e-01 -4.34772000e-01 -3.97029000e-01 -3.62869000e-01
 -3.31913000e-01 -3.03770000e-01 -3.03770000e-01 -1.28325000e-01
 -5.43780000e-02]",1.726
pot,nma,scan_nma_O_tetramer,qm,"[ 1.5  1.6  1.7  1.8  1.9  2.   2.1  2.2  2.3  2.4  2.5  2.6  2.7  2.8
  2.9  3.   3.1  3.2  3.3  3.4  3.5  3.6  3.7  3.8  3.9  4.   4.1  4.2
  4.3  4.4  4.5  4.6  4.7  4.8  4.9  5.   5.1  5.2  5.3  5.4  5.5  5.6
  5.7  5.8  5.9  6.   6.1  6.2  6.3  6.4  6.5  6.6  6.7  6.8  6.9  7.
  7.1  7.2  7.3  7.4  7.5  7.6  7.7  7.8  7.9  8.   8.1  8.2  8.3  8.4
  8.5  8.6  8.7  8.8  8.9  9.   9.1  9.2  9.3  9.4  9.5  9.6  9.7  9.8
  9.9 10. ]","[302.062961 252.871625 213.298581 180.463073 152.196033 127.027088
 104.051979  83.475568  64.063819  46.203887  29.94072   15.347606
   2.486613  -8.616517 -17.98283  -25.681206 -31.821717 -36.545667
 -40.014066 -42.39654  -43.861757 -44.56967  -44.666423 -44.281212
 -43.52537  -42.492441 -41.259476 -39.888961 -38.430789 -36.924309
 -35.400372 -33.882593 -32.388901 -30.932592 -29.523121 -28.16695
 -26.86819  -25.629064 -24.450364 -23.331743 -22.272102 -21.269623
 -20.322238 -19.42751  -18.582826 -17.785563 -17.033042 -16.322644
 -15.651837 -15.018251 -14.419502 -13.85344  -13.317978 -12.811219
 -12.331475 -11.876987 -11.446269 -11.037876 -10.650485 -10.282826
  -9.933737  -9.602114  -9.286861  -8.986957  -8.701553  -8.429658
  -8.170408  -7.923132  -7.686973  -7.461302  -7.245432  -7.038821
  -6.840949  -6.651258  -6.469309  -6.294632  -6.126955  -5.965846
  -5.810939  -5.661957  -5.518582  -5.380542  -5.247673  -5.11962
  -4.996257  -4.877263]",0
pot,nma,scan_nma_O_tetramer,original,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.1 6.2 6.3 6.4 6.5 6.6 6.7 6.8
 6.9 7.  7.1 7.2 7.3 7.4 7.5 7.6 7.7 7.8 7.9 8. ]","[ 4.75327689e+03  2.83907618e+03  1.69449733e+03  1.06773676e+03
  7.24595364e+02  5.22878411e+02  3.90902703e+02  2.92701314e+02
  2.16090027e+02  1.53551244e+02  1.02296443e+02  6.08680680e+01
  2.83139430e+01  3.33993300e+00 -1.52068710e+01 -2.84625860e+01
 -3.75452790e+01 -4.34464940e+01 -4.69436800e+01 -4.86899860e+01
 -4.91950920e+01 -4.88326820e+01 -4.78859620e+01 -4.65640770e+01
 -4.50102880e+01 -4.33289580e+01 -4.15931330e+01 -3.98517990e+01
 -3.81372800e+01 -3.64709170e+01 -3.48663750e+01 -3.33292100e+01
 -3.18645220e+01 -3.04744610e+01 -2.91551120e+01 -2.79070320e+01
 -2.67266760e+01 -2.56125570e+01 -2.45566370e+01 -2.35618600e+01
 -2.26201060e+01 -2.17296730e+01 -2.08874410e+01 -2.00904210e+01
 -1.93357830e+01 -1.86191030e+01 -1.79413700e+01 -1.72984990e+01
 -1.66883260e+01 -1.61090500e+01 -1.55602230e+01 -1.50343810e+01
 -1.45379150e+01 -1.40632440e+01 -1.36089290e+01 -1.31797070e+01
 -1.27662350e+01 -1.23734730e+01 -1.19982800e+01 -1.16404040e+01
 -1.12966770e+01 -1.09684810e+01 -1.06553890e+01 -1.03539650e+01
 -1.00654080e+01 -9.78790600e+00]",61.888
pot,nma,scan_nma_O_tetramer,new,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.1 6.2 6.3 6.4 6.5 6.6 6.7 6.8
 6.9 7.  7.1 7.2 7.3 7.4 7.5 7.6 7.7 7.8 7.9 8. ]","[5123.72994  3227.35435  2091.42789  1461.55111  1101.70475   871.616442
  702.246914  562.08327   441.89053   337.589741  248.599007  174.626261
  114.971113   68.280402   32.786533    6.548372  -12.239014  -25.314669
  -34.024245  -39.551813  -42.74915   -44.309628  -44.73095   -44.369961
  -43.493893  -42.287314  -40.885924  -39.378445  -37.827817  -36.275413
  -34.749233  -33.268705  -31.840315  -30.475893  -29.173959  -27.964085
  -26.785737  -25.666377  -24.610085  -23.611358  -22.666774  -21.777327
  -20.932024  -20.131996  -19.374468  -18.656816  -17.976544  -17.331341
  -16.718992  -16.137873  -15.58518   -15.055615  -14.559634  -14.083515
  -13.629931  -13.197519  -12.781404  -12.389096  -12.011576  -11.655757
  -11.309871  -10.979549  -10.664648  -10.363028  -10.075397   -9.79669 ]",19.234
pot,nma,scan_nma_O_trimer,qm,"[ 1.5  1.6  1.7  1.8  1.9  2.   2.1  2.2  2.3  2.4  2.5  2.6  2.7  2.8
  2.9  3.   3.1  3.2  3.3  3.4  3.5  3.6  3.7  3.8  3.9  4.   4.1  4.2
  4.3  4.4  4.5  4.6  4.7  4.8  4.9  5.   5.1  5.2  5.3  5.4  5.5  5.6
  5.7  5.8  5.9  6.   6.1  6.2  6.3  6.4  6.5  6.6  6.7  6.8  6.9  7.
  7.1  7.2  7.3  7.4  7.5  7.6  7.7  7.8  7.9  8.   8.1  8.2  8.3  8.4
  8.5  8.6  8.7  8.8  8.9  9.   9.1  9.2  9.3  9.4  9.5  9.6  9.7  9.8
  9.9 10. ]","[192.056454 121.45744   71.478048  36.872403  13.418629  -2.107812
 -12.088651 -18.243739 -21.794306 -23.597109 -24.247477 -24.15546
 -23.601045 -22.773365 -21.798378 -20.758486 -19.70608  -18.673581
 -17.679869 -16.735507 -15.84568  -15.011931 -14.23351  -13.508528
 -12.833914 -12.206434 -11.622586 -11.079114 -10.572693 -10.100312
  -9.659208  -9.246819  -8.860857  -8.49923   -8.159997  -7.841358
  -7.54175   -7.259739  -6.993984  -6.743298  -6.506469  -6.282533
  -6.070589  -5.869712  -5.679169  -5.498297  -5.326276  -5.162679
  -5.006816  -4.85823   -4.716485  -4.581103  -4.45172   -4.327966
  -4.209536  -4.09597   -3.987198  -3.88282   -3.782616  -3.686298
  -3.593818  -3.504851  -3.419226  -3.336847  -3.257585  -3.181071
  -3.1074    -3.036347  -2.967758  -2.901625  -2.837682  -2.775986
  -2.716264  -2.658568  -2.602792  -2.54876   -2.496453  -2.445766
  -2.396725  -2.349171  -2.303066  -2.258302  -2.214869  -2.172683
  -2.131774  -2.091974]",0
pot,nma,scan_nma_O_trimer,original,"[ 1.5  1.6  1.7  1.8  1.9  2.   2.1  2.2  2.3  2.4  2.5  2.6  2.7  2.8
  2.9  3.   3.1  3.2  3.3  3.4  3.5  3.6  3.7  3.8  3.9  4.   4.1  4.2
  4.3  4.4  4.5  4.6  4.7  4.8  4.9  5.   5.1  5.2  5.3  5.4  5.5  5.6
  5.7  5.8  5.9  6.   6.1  6.2  6.3  6.4  6.5  6.6  6.7  6.8  6.9  7.
  7.1  7.2  7.3  7.4  7.5  7.6  7.7  7.8  7.9  8.   8.1  8.2  8.3  8.4
  8.5  8.6  8.7  8.8  8.9  9.   9.1  9.2  9.3  9.4  9.5  9.6  9.7  9.8
  9.9 10. ]","[1835.93249   868.700423  401.243783  178.360434   71.50851    19.694938
   -5.479028  -17.470947  -22.82519   -24.805217  -25.072833  -24.487996
  -23.501667  -22.350976  -21.160875  -19.994874  -18.884071  -17.842459
  -16.872205  -15.973264  -15.140898  -14.371929  -13.660378  -13.001402
  -12.390083  -11.822929  -11.294744  -10.802571  -10.343143   -9.913777
   -9.511524   -9.134083   -8.779719   -8.446567   -8.132543   -7.836503
   -7.556819   -7.292579   -7.042364   -6.805128   -6.580192   -6.366891
   -6.163786   -5.970723   -5.787072   -5.611423   -5.444273   -5.284792
   -5.132405   -4.986938   -4.847358   -4.714128   -4.586265   -4.463534
   -4.345975   -4.233129   -4.124746   -4.020769   -3.920655   -3.82424
   -3.731361   -3.642206   -3.555962   -3.473192   -3.393166   -3.315951
   -3.241411   -3.169439   -3.099702   -3.032497   -2.967647   -2.904557
   -2.843849   -2.78494    -2.727854   -2.672395   -2.619009   -2.566874
   -2.516671   -2.467595   -2.420336   -2.374273   -2.329523   -2.286013
   -2.243915   -2.202799]",4.581
pot,nma,scan_nma_O_trimer,new,"[ 1.5  1.6  1.7  1.8  1.9  2.   2.1  2.2  2.3  2.4  2.5  2.6  2.7  2.8
  2.9  3.   3.1  3.2  3.3  3.4  3.5  3.6  3.7  3.8  3.9  4.   4.1  4.2
  4.3  4.4  4.5  4.6  4.7  4.8  4.9  5.   5.1  5.2  5.3  5.4  5.5  5.6
  5.7  5.8  5.9  6.   6.1  6.2  6.3  6.4  6.5  6.6  6.7  6.8  6.9  7.
  7.1  7.2  7.3  7.4  7.5  7.6  7.7  7.8  7.9  8.   8.1  8.2  8.3  8.4
  8.5  8.6  8.7  8.8  8.9  9.   9.1  9.2  9.3  9.4  9.5  9.6  9.7  9.8
  9.9 10. ]","[ 3.21283402e+03  1.61560719e+03  7.87884638e+02  3.78304353e+02
  1.76668189e+02  7.62968660e+01  2.57009470e+01  7.99790000e-02
 -1.27561600e+01 -1.89384610e+01 -2.16132510e+01 -2.24316010e+01
 -2.22757300e+01 -2.16228590e+01 -2.07440840e+01 -1.97613780e+01
 -1.87610530e+01 -1.77857940e+01 -1.68559970e+01 -1.59806730e+01
 -1.51618900e+01 -1.44004240e+01 -1.36920330e+01 -1.30338200e+01
 -1.24218920e+01 -1.18528320e+01 -1.13228310e+01 -1.08286840e+01
 -1.03672520e+01 -9.93594100e+00 -9.53184600e+00 -9.15237200e+00
 -8.79520900e+00 -8.46096900e+00 -8.14541100e+00 -7.84935800e+00
 -7.56741300e+00 -7.30255100e+00 -7.05149300e+00 -6.81324600e+00
 -6.58762500e+00 -6.37364500e+00 -6.16995800e+00 -5.97639700e+00
 -5.79229100e+00 -5.61652100e+00 -5.44899400e+00 -5.28917300e+00
 -5.13648700e+00 -4.99074500e+00 -4.85090800e+00 -4.71743700e+00
 -4.58935800e+00 -4.46642400e+00 -4.34869200e+00 -4.23568100e+00
 -4.12714000e+00 -4.02301900e+00 -3.92277400e+00 -3.82623100e+00
 -3.73323600e+00 -3.64397400e+00 -3.55762900e+00 -3.47476700e+00
 -3.39465500e+00 -3.31735600e+00 -3.24273800e+00 -3.17068400e+00
 -3.10088700e+00 -3.03361800e+00 -2.96869700e+00 -2.90700000e+00
 -2.84481400e+00 -2.78585600e+00 -2.72872200e+00 -2.67321200e+00
 -2.61977600e+00 -2.56760200e+00 -2.51736100e+00 -2.46825000e+00
 -2.42096100e+00 -2.37486500e+00 -2.33008400e+00 -2.28654500e+00
 -2.24442100e+00 -2.20469900e+00]",8.983
pot,nma,scan_perp,qm,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]","[231.906503 155.549067 100.253412  60.963608  33.513715  14.655005
   1.943798  -6.415332 -11.721201 -14.903972 -16.625628 -17.355341
 -17.424386 -17.06548  -16.440754 -15.661733 -14.803875 -13.917344
 -13.034898 -12.177459 -11.35789  -10.583536  -9.857956  -9.182139
  -8.555356  -7.975778  -7.440909  -6.947894  -6.493734  -6.075425
  -5.690056  -5.334866  -5.007271  -4.704884  -4.425513  -4.16716
  -3.928002  -3.70639   -3.500825  -3.309952  -3.132543  -2.967483
  -2.81376   -2.670454  -2.536726  -2.411811]",0
pot,nma,scan_perp,original,"[1.5 1.6 1.7 1.8 1.9 2.  2.1 2.2 2.3 2.4 2.5 2.6 2.7 2.8 2.9 3.  3.1 3.2
 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8 4.9 5.
 5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6.  6.  7.  8. ]","[ 1.88200577e+03  9.00439230e+02  4.22602341e+02  1.92966526e+02
  8.15245790e+01  2.68667120e+01  2.82010000e-02 -1.28754410e+01
 -1.86924530e+01 -2.08718400e+01 -2.11818080e+01 -2.05539290e+01
 -1.94823870e+01 -1.82313600e+01 -1.69408380e+01 -1.56828230e+01
 -1.44934560e+01 -1.33872850e+01 -1.23686160e+01 -1.14362460e+01
 -1.05848960e+01 -9.80883900e+00 -9.10155300e+00 -8.45675800e+00
 -7.86855700e+00 -7.33126100e+00 -6.84009700e+00 -6.39038600e+00
 -5.97814400e+00 -5.59953800e+00 -5.25131900e+00 -4.93073600e+00
 -4.63510700e+00 -4.36211400e+00 -4.10967300e+00 -3.87603600e+00
 -3.65935000e+00 -3.45815000e+00 -3.27109700e+00 -3.09712800e+00
 -2.93501300e+00 -2.78376800e+00 -2.64264400e+00 -2.51063100e+00
 -2.38721100e+00 -2.27156800e+00 -2.27156800e+00 -1.43610000e+00
 -9.61774000e-01]",3.746
